,city,date,SO2,O3,NO2,PM10,PM25,avg temp,max temp,min temp,rain,wind,humid
159,충북,2021-08-12,0.0014666666666666,0.0326666666666666,0.0076333333333333,23.0,15.0,25.366666666666664,30.666666666666668,21.0,0.8,0.9666666666666668,77.8
160,강원,2021-08-11,0.0021,0.0273333333333333,0.0032333333333333,18.0,7.333333333333333,24.7,29.53333333333333,20.83333333333333,0.1,1.0333333333333334,81.7
161,경기,2021-08-11,0.0022666666666666,0.0386666666666666,0.0159333333333333,27.0,18.0,25.633333333333336,31.96666666666667,21.133333333333333,1.5,0.9666666666666668,80.96666666666665
162,경남,2021-08-11,0.0022,0.041,0.006,NaN,NaN,25.0,30.6,21.55,NaN,1.1,84.19999999999999
163,경북,2021-08-11,0.0021333333333333,0.03,0.0072333333333333,23.0,10.0,25.3,31.200000000000003,20.55,NaN,1.05,78.65
164,광주,2021-08-11,0.0029666666666666,0.0393333333333333,0.0085,19.33333333333333,13.333333333333334,26.5,30.9,22.5,0.0,1.7,83.1
165,대구,2021-08-11,0.0011333333333333,0.0283333333333333,0.0085333333333333,33.666666666666664,16.333333333333332,25.6,32.5,21.9,8.9,1.4,76.1
166,대전,2021-08-11,0.0026,0.042,0.0115333333333333,15.0,10.333333333333334,27.4,33.0,22.6,NaN,1.0,75.4
167,부산,2021-08-11,0.0029666666666666,0.0293333333333333,0.0159,25.666666666666668,12.333333333333334,26.0,28.6,24.5,0.0,2.0,82.4
168,서울,2021-08-11,0.0026,0.0446666666666666,0.0149333333333333,31.666666666666668,22.0,27.4,31.6,24.1,0.0,2.0,70.3
169,울산,2021-08-11,0.0018333333333333,0.028,0.011,24.0,10.666666666666666,24.9,30.2,22.2,NaN,1.4,88.3
170,인천,2021-08-11,0.0029666666666666,0.0393333333333333,0.0223333333333333,32.666666666666664,21.33333333333333,26.5,30.1,23.5,1.4,1.9,68.6
171,전남,2021-08-11,0.0029666666666666,0.0286666666666666,0.0038666666666666,23.0,11.0,26.166666666666668,30.6,22.6,NaN,2.1666666666666665,80.46666666666667
172,전북,2021-08-11,0.0025666666666666,0.0416666666666666,0.0057666666666666,24.0,13.0,27.3,33.2,21.83333333333333,NaN,1.3333333333333333,71.76666666666667
173,제주,2021-08-11,0.0013,0.044,0.0056,14.333333333333334,7.666666666666667,25.5,27.75,23.3,36.35,1.9,92.45
174,충남,2021-08-11,0.0036333333333333,0.045,0.0071333333333333,27.666666666666668,18.33333333333333,26.53333333333333,32.36666666666667,21.8,NaN,0.9333333333333332,75.23333333333333
175,충북,2021-08-11,0.0015666666666666,0.0323333333333333,0.0073333333333333,19.0,11.333333333333334,25.766666666666666,31.866666666666664,21.26666666666667,0.0,0.9666666666666668,74.86666666666666
176,강원,2021-08-10,0.0020666666666666,0.0236666666666666,0.0038333333333333,18.0,6.0,23.8,29.166666666666668,20.366666666666664,4.433333333333334,1.7666666666666666,83.0
177,경기,2021-08-10,0.0025,0.0386666666666666,0.0113333333333333,15.333333333333334,7.666666666666667,25.933333333333334,32.36666666666667,21.9,NaN,1.7,73.66666666666667
178,경남,2021-08-10,0.002,0.032,0.0069,2.0,6.0,25.25,30.8,22.4,21.95,1.3,84.2
179,경북,2021-08-10,0.0022666666666666,0.0243333333333333,0.0083666666666666,18.33333333333333,7.666666666666667,23.05,27.0,20.4,2.7,0.8,85.05
180,광주,2021-08-10,0.0031666666666666,0.0406666666666666,0.0082,17.333333333333332,10.666666666666666,27.6,32.3,24.8,NaN,1.4,80.6
181,대구,2021-08-10,0.0013,0.0289999999999999,0.0090666666666666,17.0,6.0,23.5,27.8,21.0,13.6,2.4,80.6
182,대전,2021-08-10,0.0025666666666666,0.0436666666666666,0.0097666666666666,10.0,8.0,27.3,32.9,23.9,7.8,1.8,78.0
183,부산,2021-08-10,0.0032333333333333,0.0313333333333333,0.0115666666666666,22.0,8.0,26.2,29.4,22.7,0.5,2.4,78.9
184,서울,2021-08-10,0.0025666666666666,0.0383333333333333,0.0133333333333333,17.666666666666668,10.333333333333334,27.7,32.2,24.3,NaN,2.3,62.5
185,울산,2021-08-10,0.0019333333333333,0.0213333333333333,0.0097,15.333333333333334,7.333333333333333,23.9,27.8,21.6,1.7,1.3,92.5
186,인천,2021-08-10,0.0030666666666666,0.035,0.0160333333333333,14.333333333333334,8.333333333333334,27.2,29.5,24.8,NaN,2.5,59.6
187,전남,2021-08-10,0.0029666666666666,0.0276666666666666,0.0043333333333333,19.33333333333333,10.0,26.866666666666664,31.23333333333333,24.066666666666663,NaN,1.8,81.86666666666666
188,전북,2021-08-10,0.0023666666666666,0.038,0.0060666666666666,19.33333333333333,9.333333333333334,26.96666666666667,31.866666666666664,23.3,4.5,1.6333333333333335,76.83333333333333
189,제주,2021-08-10,0.0014333333333333,0.0479999999999999,0.0063,23.33333333333333,12.666666666666666,27.6,30.0,26.0,4.6,1.85,78.75
190,충남,2021-08-10,0.0035666666666666,0.0416666666666666,0.0068333333333333,20.0,11.333333333333334,26.3,31.666666666666668,22.9,0.2,1.2,80.3
191,충북,2021-08-10,0.0015333333333333,0.0283333333333333,0.0067666666666666,13.0,6.666666666666667,24.33333333333333,29.0,21.633333333333336,8.766666666666667,1.3333333333333333,80.73333333333333
192,강원,2021-08-09,0.0019666666666666,0.0293333333333333,0.0026666666666666,13.666666666666666,4.666666666666667,25.2,28.9,21.766666666666666,30.05,2.6666666666666665,78.66666666666667
193,경기,2021-08-09,0.0017,0.033,0.0098666666666666,8.333333333333334,3.6666666666666665,27.1,33.03333333333333,21.866666666666664,NaN,1.7333333333333334,70.23333333333333
194,경남,2021-08-09,0.002,0.032,0.0064,7.0,8.0,27.15,33.099999999999994,22.05,0.0,1.3,72.05
195,경북,2021-08-09,0.0027666666666666,0.0313333333333333,0.0073666666666666,16.666666666666668,5.666666666666667,26.05,31.85,21.6,4.45,1.75,70.55
196,광주,2021-08-09,0.0031666666666666,0.0343333333333333,0.0093,14.0,7.0,27.2,33.0,22.7,NaN,1.0,81.3
197,대구,2021-08-09,0.0011333333333333,0.033,0.0056333333333333,11.333333333333334,3.333333333333333,27.4,33.0,23.1,0.3,2.5,58.5
198,대전,2021-08-09,0.0026999999999999,0.0443333333333333,0.0118,10.0,6.666666666666667,28.1,32.9,22.7,NaN,1.2,70.9
199,부산,2021-08-09,0.0031999999999999,0.0343333333333333,0.0115,13.0,5.333333333333333,26.3,32.1,22.9,2.1,3.3,77.9
200,서울,2021-08-09,0.0024,0.034,0.0089666666666666,10.333333333333334,5.0,28.3,33.6,23.3,NaN,2.3,62.4
201,울산,2021-08-09,0.0020333333333333,0.0343333333333333,0.0061666666666666,7.666666666666667,5.0,24.8,30.1,21.9,19.8,2.7,85.9
202,인천,2021-08-09,0.0026666666666666,0.031,0.0137666666666666,11.0,5.666666666666667,28.0,32.5,23.5,NaN,2.9,55.1
203,전남,2021-08-09,0.0029333333333333,0.0256666666666666,0.0042666666666666,17.0,7.666666666666667,27.03333333333333,32.5,23.33333333333333,16.0,2.733333333333333,79.2
204,전북,2021-08-09,0.0019666666666666,0.0433333333333333,0.0056,16.666666666666668,6.666666666666667,27.166666666666668,31.96666666666667,22.5,NaN,1.6666666666666667,71.60000000000001
205,제주,2021-08-09,0.0013333333333333,0.0506666666666666,0.0058666666666666,24.666666666666668,11.333333333333334,28.35,32.05,25.700000000000003,0.0,2.3,77.4
206,충남,2021-08-09,0.0035333333333333,0.0483333333333333,0.0069333333333333,17.333333333333332,9.666666666666666,27.03333333333333,32.6,22.166666666666668,NaN,1.1666666666666667,72.26666666666667
207,충북,2021-08-09,0.0018,0.0296666666666666,0.0072,11.666666666666666,5.333333333333333,26.133333333333336,31.600000000000005,22.066666666666663,0.0,1.4,70.16666666666667
208,강원,2021-08-08,0.0021,0.0296666666666666,0.0031999999999999,11.333333333333334,4.666666666666667,25.0,28.866666666666664,22.166666666666668,109.7,1.5333333333333332,83.96666666666667
209,경기,2021-08-08,0.0017,0.0263333333333333,0.0092333333333333,14.0,7.0,25.5,31.066666666666663,22.0,1.5666666666666669,1.2333333333333334,84.60000000000001
210,경남,2021-08-08,0.002,0.027,0.0053,13.0,12.0,24.95,29.3,22.1,0.25,0.9,87.1
211,경북,2021-08-08,0.0025333333333333,0.023,0.0071333333333333,20.0,8.0,24.65,29.05,21.8,3.0,1.0499999999999998,88.1
212,광주,2021-08-08,0.0032666666666666,0.0276666666666666,0.0079666666666666,16.0,10.333333333333334,26.0,29.9,22.9,5.0,0.8,91.0
213,대구,2021-08-08,0.0011333333333333,0.0256666666666666,0.0038666666666666,15.666666666666666,6.333333333333333,25.4,29.0,23.2,1.2,1.8,82.8
214,대전,2021-08-08,0.0025666666666666,0.0313333333333333,0.0094333333333333,13.666666666666666,11.0,26.6,29.4,24.5,NaN,1.1,85.4
215,부산,2021-08-08,0.0035999999999999,0.0266666666666666,0.0081,10.0,5.333333333333333,25.3,28.0,23.3,43.3,2.6,90.4
216,서울,2021-08-08,0.0023666666666666,0.0263333333333333,0.0088333333333333,15.666666666666666,9.333333333333334,26.8,32.1,24.4,12.7,1.7,74.8
217,울산,2021-08-08,0.002,0.0256666666666666,0.0055666666666666,8.333333333333334,4.666666666666667,24.5,28.4,22.6,37.2,1.8,96.1
218,인천,2021-08-08,0.0026999999999999,0.0323333333333333,0.0127666666666666,21.666666666666668,13.333333333333334,26.2,31.2,24.5,21.5,2.4,70.4
219,전남,2021-08-08,0.0038666666666666,0.0216666666666666,0.0064,19.666666666666668,10.0,26.46666666666667,29.933333333333334,23.8,0.3333333333333333,1.9333333333333336,84.56666666666666
220,전북,2021-08-08,0.0020333333333333,0.0289999999999999,0.0053666666666666,25.33333333333333,13.333333333333334,26.3,29.8,23.766666666666666,0.1999999999999999,1.1333333333333335,81.56666666666666
221,제주,2021-08-08,0.0015333333333333,0.0363333333333333,0.0069333333333333,20.666666666666668,10.666666666666666,27.95,29.95,26.3,1.1,1.95,80.3
222,충남,2021-08-08,0.0036666666666666,0.032,0.0063,21.666666666666668,14.666666666666666,26.133333333333336,30.066666666666663,23.1,0.0,1.2,80.26666666666667
223,충북,2021-08-08,0.0016666666666666,0.0183333333333333,0.0068666666666666,17.666666666666668,12.0,25.366666666666664,29.23333333333333,22.933333333333334,0.0,1.1,81.5
