,시도,측정일시,SO2,O3,NO2,PM10,PM25
20031,인천,20151107,0.0035509920634920165,0.020297619047618988,0.019559126984126946,13.904473039215686,10.347916666666666
20032,인천,20151108,0.0035460317460316877,0.020797619047618992,0.016475793650793605,7.319475081699346,4.69781746031746
20033,인천,20151109,0.0039815300403786705,0.019638817529935907,0.017066813039543254,29.278548422574158,15.176984126984125
20034,인천,20151110,0.004572906746031704,0.018351091269841236,0.023872003968253928,74.13981821895425,50.75496031746032
20035,인천,20151111,0.005384628114403613,0.012235022605533398,0.03713235779399476,82.33148634453782,59.648809523809526
20036,인천,20151112,0.004415774157616217,0.012770396477304324,0.03023867777081588,28.758386340647373,16.87638888888889
20037,인천,20151113,0.003930605158730113,0.012880158730158688,0.028350515873015816,17.9906260749914,11.544246031746033
20038,인천,20151114,0.004119444444444392,0.015617063492063437,0.021513492063492016,11.927400097465886,9.55486111111111
20039,인천,20151115,0.005077380952380904,0.01629563492063487,0.020803373015872966,21.47083333333333,14.198611111111111
20040,인천,20151116,0.005053309837092704,0.005287717557783309,0.03539437882901695,33.825828460038984,24.70436507936508
20041,인천,20151117,0.005405122354497329,0.01718121693121689,0.02066027777777776,25.081950177731912,15.760218253968254
20042,인천,20151118,0.004103123085491459,0.013062592244500086,0.023464158834586423,17.52901350598719,10.842956349206348
20043,인천,20151119,0.004199780353661892,0.009892841478696696,0.024717052353104948,19.373078529657477,11.030059523809525
20044,인천,20151120,0.005737180451127779,0.014469360902255592,0.02449250783208015,43.8232821637427,28.843055555555555
20045,인천,20151121,0.006589682539682488,0.017053571428571383,0.02587896825396821,54.97281746031746,43.041666666666664
20046,인천,20151122,0.004900396825396779,0.015408730158730108,0.019868055555555514,35.60723162071846,25.29444444444444
20047,인천,20151123,0.004064690893901375,0.014684821428571396,0.019189914891395113,14.301440181335693,8.270833333333334
20048,인천,20151124,0.004737185365374175,0.014859774128949779,0.020008528398201334,34.35691636669288,23.090277777777775
20049,인천,20151125,0.004010080675545017,0.019190877827739237,0.016956553884711737,17.34764576883385,11.395833333333334
20050,인천,20151126,0.005283413742690017,0.024475892857142825,0.014125504385964867,37.15638053467001,27.752777777777776
20051,인천,20151127,0.005249027777777734,0.02202966269841265,0.018444166666666616,38.56501670843776,28.394444444444442
20052,인천,20151128,0.0061236111111110545,0.010920634920634867,0.03364841269841264,48.200328947368426,36.42083333333333
20053,인천,20151129,0.00565337301587297,0.006386904761904725,0.03520357142857138,50.43706140350877,43.09027777777778
20054,인천,20151130,0.007323720238095192,0.016113690476190438,0.025768224206349152,50.62886904761905,40.8720238095238
20055,인천,20151201,0.007116157059314922,0.008405127401837896,0.0463529908103592,66.64681669451407,50.24603174603175
20056,인천,20151202,0.006469505882762409,0.01433327937900302,0.028626506196045634,60.72201528637771,42.43928571428572
20057,인천,20151203,0.00448358813700915,0.019698135964912235,0.013342471282372563,22.977102683178533,15.317857142857143
20058,인천,20151204,0.005348545321637383,0.017678691520467804,0.02044657581453629,43.07112501433323,19.643849206349206
20059,인천,20151205,0.005912301587301533,0.02030158730158725,0.019692460317460272,35.626754385964915,18.648809523809522
20060,인천,20151206,0.006309523809523762,0.018305555555555516,0.020275595238095197,34.29407894736842,21.123015873015873
20061,인천,20151207,0.006504190685045912,0.014037708855471962,0.029402241019214657,52.824829434697854,36.50198412698413
20062,인천,20151208,0.007485438709109333,0.013721373388536663,0.03747465325896436,61.30253626304323,43.31190476190476
20063,인천,20151209,0.00867217505569475,0.0059723684210526,0.06123796418128652,92.4640092879257,65.74007936507937
20064,인천,20151210,0.0072946891534391165,0.005195634920634883,0.046223898031434764,63.01817434210526,47.35019841269841
20065,인천,20151211,0.006013965643274816,0.016892585630743504,0.027231897451963197,44.46491228070175,29.237400793650792
20066,인천,20151212,0.005468710317460275,0.014583771929824546,0.031453313492063456,36.06828703703704,22.3452380952381
20067,인천,20151213,0.006229890873015821,0.016150297619047592,0.028983154761904734,40.647697368421056,28.1765873015873
20068,인천,20151214,0.005892325605680829,0.007683150584795284,0.04004628132832078,57.57403578390421,42.40079365079365
20069,인천,20151215,0.00643147347535502,0.01894201649958226,0.021336363304093525,54.047056878306876,40.86607142857143
20070,인천,20151216,0.005569394841269805,0.022317757936507903,0.012893412698412663,28.417434210526313,15.737103174603176
20071,인천,20151217,0.0046028080618211705,0.018308105332776336,0.013872060707323821,20.3770894505463,12.232242063492064
20072,인천,20151218,0.006998611111111059,0.006525590016708408,0.03867893849206345,49.6766551796157,34.735416666666666
20073,인천,20151219,0.007536845238095187,0.007448115079365037,0.042881458333333296,75.2030753968254,58.0875
20074,인천,20151220,0.007259751984126934,0.007086904761904721,0.043321121031745985,65.83700396825397,54.140277777777776
20075,인천,20151221,0.007296081349206305,0.007144543650793609,0.0418094444444444,64.45351399331662,51.63968253968253
20076,인천,20151222,0.0070806004594819874,0.0072398705096073,0.04307743786549703,82.13615288220551,61.42847222222222
20077,인천,20151223,0.008775317460317412,0.014084523809523774,0.033772857142857104,72.64303989139516,50.8545634920635
20078,인천,20151224,0.01010171731411858,0.02194545739348366,0.025370360275689178,96.91180555555555,75.6795634920635
20079,인천,20151225,0.00653888888888885,0.022079365079365032,0.01904459325396821,24.893201754385966,14.313888888888888
20080,인천,20151226,0.008010317460317403,0.017053472222222175,0.025142460317460275,79.88760964912281,53.586309523809526
20081,인천,20151227,0.005998412698412645,0.023065476190476136,0.012581438492063467,28.210416666666664,15.41765873015873
20082,인천,20151228,0.006590376984126937,0.017134722222222183,0.021626805555555517,29.32359022556391,16.500992063492063
20083,인천,20151229,0.0090336836883876,0.009561168546365871,0.04175865862573097,62.87392091339459,43.25753968253969
20084,인천,20151230,0.007718129699248079,0.007328273809523771,0.04230469246031743,59.87066624895572,46.27182539682539
20085,인천,20151231,0.00735932539682535,0.014432539682539632,0.03060892857142852,59.791666666666664,50.67063492063492
20086,인천,20160101,0.006909216269841229,0.01366438492063487,0.035108869047619,61.307638888888896,46.532986111111114
20087,인천,20160102,0.006845436507936467,0.018932539682539634,0.026512440476190433,50.66121031746032,37.140625
20088,인천,20160103,0.007580347222222179,0.018221428571428524,0.03450712301587298,90.95565476190477,70.71056547619048
20089,인천,20160104,0.0067961074561403165,0.02503509294068502,0.020423257623224684,69.64542606516291,50.01364087301587
20090,인천,20160105,0.0069610761278195085,0.02040467836257306,0.018411971595655763,35.69786445279866,15.713541666666666
20091,인천,20160106,0.007925291875522092,0.012912552213867954,0.03022147660818709,54.27707688338493,31.270833333333332
20092,인천,20160107,0.006924368212197108,0.02049312865497072,0.018169098788638222,37.009375358330466,18.573660714285715
20093,인천,20160108,0.007393199665831205,0.01819663742690054,0.022406425438596448,34.13461257309941,16.934771825396826
20094,인천,20160109,0.0070122420634920165,0.019330158730158694,0.020933253968253924,35.191228070175434,18.658482142857142
20095,인천,20160110,0.0074226190476189965,0.023767857142857087,0.017911111111111058,36.50186403508772,22.395833333333332
20096,인천,20160111,0.007117090643274812,0.021773141186299045,0.019229446010860442,38.601766569200784,19.605654761904763
20097,인천,20160112,0.0067040591060985415,0.022234126984126953,0.018879430920028795,37.967466997764014,17.372519841269842
20098,인천,20160113,0.006634384920634875,0.018892857142857097,0.022706329365079315,34.7109283625731,18.3125
20099,인천,20160114,0.008142448308270633,0.015455701754385917,0.02923501931913113,42.322392787524365,22.04141865079365
20100,인천,20160115,0.00804959325396822,0.01097033730158728,0.041619541040100225,51.05370370370371,32.70982142857143
20101,인천,20160116,0.007629563492063442,0.007787698412698362,0.04606727182539679,72.83344298245613,53.916666666666664
20102,인천,20160117,0.007083134920634875,0.008176587301587254,0.04013229166666662,76.40625,60.052083333333336
20103,인천,20160118,0.005860714285714243,0.02549642857142853,0.01475998015873011,48.2061769005848,29.1860119047619
20104,인천,20160119,0.005350800507703042,0.026037326388888848,0.011384087301587255,26.560923345946563,10.252728174603176
20105,인천,20160120,0.006110461744639324,0.02057208820662763,0.021000668163464173,33.10869865124412,19.619047619047617
